Date,Open,High,Low,Close,Volume
2025-09-26 18:59:00,1.16893,1.16912,1.16888,1.16912,42
2025-09-26 19:00:00,1.16911,1.16917,1.16905,1.16912,43
2025-09-26 19:01:00,1.16913,1.16919,1.16905,1.1691799999999999,45
2025-09-26 19:02:00,1.16917,1.16917,1.16897,1.16905,35
2025-09-26 19:03:00,1.16903,1.16907,1.16895,1.16896,31
2025-09-26 19:04:00,1.16895,1.16905,1.16891,1.16893,41
2025-09-26 19:05:00,1.16894,1.16925,1.1689,1.16914,39
2025-09-26 19:06:00,1.1692,1.16941,1.1691,1.1693,47
2025-09-26 19:07:00,1.1693,1.16933,1.16914,1.16914,25
2025-09-26 19:08:00,1.16915,1.16927,1.1690800000000001,1.16927,31
2025-09-26 19:09:00,1.16927,1.16928,1.16896,1.16913,43
2025-09-26 19:10:00,1.16914,1.16914,1.16906,1.16906,29
2025-09-26 19:11:00,1.16907,1.16912,1.16892,1.16892,38
2025-09-26 19:12:00,1.16893,1.16906,1.16887,1.16902,37
2025-09-26 19:13:00,1.16901,1.16904,1.16888,1.16893,26
2025-09-26 19:14:00,1.16895,1.16897,1.16869,1.16879,66
2025-09-26 19:15:00,1.16877,1.1688399999999999,1.16863,1.16877,62
2025-09-26 19:16:00,1.16877,1.16891,1.16877,1.16879,33
2025-09-26 19:17:00,1.16879,1.16893,1.16868,1.16885,35
2025-09-26 19:18:00,1.16891,1.16895,1.1688399999999999,1.16891,28
2025-09-26 19:19:00,1.16897,1.16921,1.16894,1.16919,45
2025-09-26 19:20:00,1.1691799999999999,1.1694,1.16915,1.16924,42
2025-09-26 19:21:00,1.16922,1.1693,1.16917,1.1693,28
2025-09-26 19:22:00,1.16927,1.16934,1.16917,1.16934,29
2025-09-26 19:23:00,1.16933,1.16933,1.16919,1.16924,22
2025-09-26 19:24:00,1.16923,1.16928,1.16914,1.16921,35
2025-09-26 19:25:00,1.1691799999999999,1.16934,1.1691799999999999,1.16934,26
2025-09-26 19:26:00,1.16934,1.1693500000000001,1.16924,1.16933,26
2025-09-26 19:27:00,1.16936,1.16943,1.16926,1.16937,34
2025-09-26 19:28:00,1.16943,1.16944,1.16926,1.16929,32
2025-09-26 19:29:00,1.16928,1.16946,1.16926,1.16944,24
