Date,Open,High,Low,Close,Volume
2025-10-21 15:18:00,1.1605699999999999,1.1607750000000001,1.160545,1.16071,
2025-10-21 15:19:00,1.160735,1.1608,1.16071,1.16077,
2025-10-21 15:20:00,1.160795,1.16084,1.160675,1.160785,
2025-10-21 15:21:00,1.160815,1.16082,1.16051,1.160615,
2025-10-21 15:22:00,1.160615,1.160715,1.160555,1.160715,
2025-10-21 15:23:00,1.160705,1.160915,1.16066,1.160855,
2025-10-21 15:24:00,1.16086,1.161065,1.160855,1.161015,
2025-10-21 15:25:00,1.161015,1.161075,1.160785,1.160865,
2025-10-21 15:26:00,1.16086,1.160885,1.16055,1.16055,
2025-10-21 15:27:00,1.160465,1.160495,1.160325,1.16045,
2025-10-21 15:28:00,1.16045,1.16065,1.160405,1.16056,
2025-10-21 15:29:00,1.16056,1.160625,1.1605050000000001,1.1605050000000001,
2025-10-21 15:30:00,1.160595,1.1606049999999999,1.160335,1.160415,
2025-10-21 15:31:00,1.16048,1.160695,1.160475,1.160575,
2025-10-21 15:32:00,1.1605699999999999,1.160595,1.160455,1.1604700000000001,
2025-10-21 15:33:00,1.160385,1.160395,1.1602000000000001,1.160395,
2025-10-21 15:34:00,1.160385,1.16045,1.160215,1.160285,
2025-10-21 15:35:00,1.160315,1.16061,1.16028,1.160475,
2025-10-21 15:36:00,1.1605050000000001,1.160835,1.160495,1.1608100000000001,
2025-10-21 15:37:00,1.16076,1.160855,1.16067,1.160785,
2025-10-21 15:38:00,1.1607750000000001,1.16098,1.160765,1.1607750000000001,
2025-10-21 15:39:00,1.16078,1.160945,1.16076,1.16082,
2025-10-21 15:40:00,1.16087,1.16087,1.16055,1.1605699999999999,
2025-10-21 15:41:00,1.160575,1.160625,1.1605349999999999,1.16058,
2025-10-21 15:42:00,1.16055,1.160715,1.16055,1.160635,
2025-10-21 15:43:00,1.1607,1.1607750000000001,1.160555,1.160555,
2025-10-21 15:44:00,1.16055,1.160675,1.160545,1.160635,
2025-10-21 15:45:00,1.160675,1.16076,1.16061,1.16066,
2025-10-21 15:46:00,1.16067,1.160715,1.160585,1.160715,
2025-10-21 15:47:00,1.16072,1.160765,1.16056,1.160665,
2025-10-21 15:48:00,1.16066,1.160675,1.16056,1.160595,
2025-10-21 15:49:00,1.1606,1.16071,1.160565,1.160675,
2025-10-21 15:50:00,1.16066,1.16067,1.160425,1.160465,
2025-10-21 15:51:00,1.1605,1.1605,1.160315,1.16036,
2025-10-21 15:52:00,1.16036,1.16061,1.16031,1.160525,
2025-10-21 15:53:00,1.16052,1.160715,1.160485,1.16061,
2025-10-21 15:54:00,1.160635,1.1607,1.1604700000000001,1.16051,
2025-10-21 15:55:00,1.160545,1.161,1.160545,1.160745,
2025-10-21 15:56:00,1.16076,1.160935,1.160655,1.160905,
2025-10-21 15:57:00,1.16088,1.16102,1.160835,1.160955,
2025-10-21 15:58:00,1.16096,1.16112,1.160925,1.16107,
2025-10-21 15:59:00,1.161125,1.16121,1.161035,1.1611449999999999,
2025-10-21 16:00:00,1.16113,1.161325,1.161105,1.161265,
2025-10-21 16:01:00,1.1612149999999999,1.16132,1.161105,1.161155,
2025-10-21 16:02:00,1.16116,1.161225,1.16102,1.16122,
2025-10-21 16:03:00,1.16122,1.16122,1.160995,1.161085,
2025-10-21 16:04:00,1.161025,1.16122,1.16092,1.160955,
2025-10-21 16:05:00,1.160975,1.16111,1.16095,1.16111,
2025-10-21 16:06:00,1.161075,1.16122,1.16101,1.1611,
2025-10-21 16:07:00,1.161125,1.161355,1.160975,1.160985,
2025-10-21 16:08:00,1.161005,1.161155,1.16079,1.161135,
2025-10-21 16:09:00,1.1611449999999999,1.161195,1.160965,1.161015,
2025-10-21 16:10:00,1.161015,1.161105,1.16089,1.160985,
2025-10-21 16:11:00,1.160965,1.16109,1.160905,1.1609099999999999,
2025-10-21 16:12:00,1.160905,1.16104,1.1608749999999999,1.160985,
2025-10-21 16:13:00,1.16093,1.1611,1.1609099999999999,1.16109,
2025-10-21 16:14:00,1.16109,1.161225,1.16109,1.16116,
2025-10-21 16:15:00,1.1611449999999999,1.161375,1.16105,1.161365,
2025-10-21 16:16:00,1.161325,1.161605,1.161295,1.161555,
2025-10-21 16:17:00,1.16153,1.161635,1.161465,1.16151,
2025-10-21 16:18:00,1.161495,1.161495,1.161345,1.161345,
2025-10-21 16:19:00,1.16133,1.161545,1.161275,1.16131,
2025-10-21 16:20:00,1.16129,1.161405,1.161175,1.16124,
2025-10-21 16:21:00,1.16124,1.16143,1.16124,1.16143,
2025-10-21 16:22:00,1.161425,1.1614849999999999,1.161375,1.161445,
2025-10-21 16:23:00,1.1614550000000001,1.161515,1.16124,1.161285,
2025-10-21 16:24:00,1.16129,1.16133,1.16104,1.161085,
2025-10-21 16:25:00,1.16105,1.16111,1.1608450000000001,1.1609,
2025-10-21 16:26:00,1.160905,1.160965,1.16088,1.16094,
2025-10-21 16:27:00,1.16095,1.161165,1.160925,1.16113,
2025-10-21 16:28:00,1.16119,1.161245,1.16106,1.16122,
2025-10-21 16:29:00,1.161235,1.161245,1.16111,1.16112,
2025-10-21 16:30:00,1.1611449999999999,1.1611449999999999,1.160945,1.16112,
2025-10-21 16:31:00,1.16111,1.161255,1.161055,1.161175,
2025-10-21 16:32:00,1.161225,1.161335,1.161155,1.161205,
2025-10-21 16:33:00,1.16119,1.16119,1.16093,1.16102,
2025-10-21 16:34:00,1.1610800000000001,1.16116,1.160855,1.160885,
2025-10-21 16:35:00,1.160895,1.161055,1.160805,1.16093,
2025-10-21 16:36:00,1.160925,1.1611449999999999,1.160925,1.161075,
2025-10-21 16:37:00,1.161035,1.16154,1.161025,1.161535,
2025-10-21 16:38:00,1.16154,1.1617,1.161525,1.161555,
2025-10-21 16:39:00,1.161535,1.161595,1.1613850000000001,1.16139,
2025-10-21 16:40:00,1.161425,1.16161,1.1613850000000001,1.16145,
2025-10-21 16:41:00,1.16148,1.161595,1.161295,1.161295,
2025-10-21 16:42:00,1.16129,1.16129,1.161035,1.16113,
2025-10-21 16:43:00,1.161135,1.161235,1.160915,1.16097,
2025-10-21 16:44:00,1.160985,1.161135,1.16092,1.160925,
2025-10-21 16:45:00,1.160975,1.160995,1.160795,1.16084,
2025-10-21 16:46:00,1.1608,1.160925,1.1605699999999999,1.160595,
2025-10-21 16:47:00,1.16059,1.16064,1.16045,1.160495,
2025-10-21 16:48:00,1.160445,1.160525,1.160415,1.160435,
2025-10-21 16:49:00,1.16042,1.16066,1.16024,1.16066,
2025-10-21 16:50:00,1.160785,1.160785,1.1605699999999999,1.160645,
2025-10-21 16:51:00,1.160625,1.160785,1.160575,1.160695,
2025-10-21 16:52:00,1.160725,1.160915,1.160625,1.160915,
2025-10-21 16:53:00,1.160925,1.160945,1.16072,1.160895,
2025-10-21 16:54:00,1.160905,1.161105,1.1609,1.161035,
2025-10-21 16:55:00,1.161095,1.16137,1.161045,1.16137,
2025-10-21 16:56:00,1.161415,1.16144,1.16116,1.161335,
2025-10-21 16:57:00,1.161295,1.1614550000000001,1.16104,1.161195,
2025-10-21 16:58:00,1.161205,1.161325,1.161075,1.161075,
2025-10-21 16:59:00,1.161055,1.16128,1.161045,1.16124,
2025-10-21 17:00:00,1.161235,1.161475,1.161155,1.161265,
2025-10-21 17:01:00,1.1612149999999999,1.16137,1.16113,1.1611449999999999,
2025-10-21 17:02:00,1.16117,1.16117,1.16094,1.160965,
