Date,Open,High,Low,Close,Volume
2025-10-16 12:55:00,1.16573,1.16581,1.16568,1.16578,33.0
2025-10-16 12:56:00,1.1657899999999999,1.16581,1.16564,1.16565,32.0
2025-10-16 12:57:00,1.1656900000000001,1.16595,1.1656900000000001,1.16595,35.0
2025-10-16 12:58:00,1.16596,1.166,1.1659,1.16597,43.0
2025-10-16 12:59:00,1.16596,1.16597,1.16581,1.16581,29.0
2025-10-16 13:00:00,1.1658,1.16587,1.16576,1.1657899999999999,50.0
2025-10-16 13:01:00,1.1657899999999999,1.16587,1.16576,1.16585,36.0
2025-10-16 13:02:00,1.16585,1.16599,1.16585,1.16591,37.0
2025-10-16 13:03:00,1.16592,1.16605,1.16589,1.1659,36.0
2025-10-16 13:04:00,1.16591,1.16601,1.16588,1.16596,29.0
2025-10-16 13:05:00,1.16597,1.16605,1.16595,1.16596,36.0
2025-10-16 13:06:00,1.16595,1.16598,1.1659,1.16594,40.0
2025-10-16 13:07:00,1.16595,1.16596,1.16585,1.16591,35.0
2025-10-16 13:08:00,1.16591,1.16597,1.16585,1.16585,20.0
2025-10-16 13:09:00,1.16583,1.16591,1.16577,1.1658,36.0
2025-10-16 13:10:00,1.16582,1.16587,1.16573,1.16575,24.0
2025-10-16 13:11:00,1.16575,1.16578,1.1655,1.16558,45.0
2025-10-16 13:12:00,1.16561,1.16577,1.16554,1.16554,42.0
2025-10-16 13:13:00,1.16553,1.16563,1.16548,1.1656,27.0
2025-10-16 13:14:00,1.16561,1.1656900000000001,1.16557,1.16557,33.0
2025-10-16 13:15:00,1.16558,1.16559,1.16547,1.16554,26.0
2025-10-16 13:16:00,1.16553,1.16553,1.16539,1.16541,40.0
2025-10-16 13:17:00,1.1654,1.1655,1.16534,1.16549,33.0
2025-10-16 13:18:00,1.1655,1.16575,1.16548,1.16572,51.0
2025-10-16 13:19:00,1.16575,1.16602,1.16575,1.16596,45.0
2025-10-16 13:20:00,1.16597,1.16602,1.1659,1.16602,28.0
2025-10-16 13:21:00,1.16601,1.16619,1.16586,1.16586,54.0
2025-10-16 13:22:00,1.16585,1.16589,1.16581,1.16585,27.0
2025-10-16 13:23:00,1.16584,1.16593,1.16582,1.16586,26.0
2025-10-16 13:24:00,1.16591,1.1661,1.16584,1.16606,38.0
2025-10-16 13:25:00,1.16606,1.16611,1.16594,1.16595,33.0
2025-10-16 13:26:00,1.16596,1.16599,1.16591,1.16599,23.0
2025-10-16 13:27:00,1.16599,1.16611,1.16593,1.16608,42.0
2025-10-16 13:28:00,1.16609,1.16632,1.16605,1.16629,64.0
2025-10-16 13:29:00,1.16628,1.16628,1.1661299999999999,1.16618,42.0
2025-10-16 13:30:00,1.16616,1.16619,1.16611,1.16614,33.0
2025-10-16 13:31:00,1.16618,1.16619,1.16582,1.16582,49.0
2025-10-16 13:32:00,1.16583,1.16588,1.16571,1.16578,42.0
